fecha_hora,latitud,longitud,profundidad,tipo,magnitud,tipo_magnitud,lugar
2019-05-13T12:01:10Z,-23.4381,-174.9597,10,terremoto,5.2,mb,"233km S of `Ohonua, Tonga"
2019-05-13T11:38:15Z,-23.916,-179.5237,517.08,terremoto,4.7,mb,South of the Fiji Islands
2019-05-13T10:53:19Z,5.3392,125.6783,168.27,terremoto,4.6,mb,"24km ESE of Sarangani, Philippines"
2019-05-13T09:59:35Z,37.2316,141.2504,10,terremoto,4.6,mb,"35km SE of Namie, Japan"
2019-05-13T08:18:02Z,-22.1206,-175.6017,10,terremoto,4.7,mb,"110km SSW of Vaini, Tonga"
2019-05-13T07:10:28Z,-12.1885,-74.8297,54.13,terremoto,5.2,mb,"24km NNE of Pampas, Peru"
2019-05-13T05:01:47Z,30.5677,143.6087,10,terremoto,5,mb,"Izu Islands, Japan region"
2019-05-13T03:59:42Z,5.6675,125.7266,140.47,terremoto,4.5,mb,"25km ESE of Kalbay, Philippines"
2019-05-13T03:48:48Z,-24.5773,-115.5611,10,terremoto,4.6,mb,Southern East Pacific Rise
2019-05-13T03:20:27Z,-4.0049,142.2528,120.53,terremoto,4.7,mb,"70km WNW of Ambunti, Papua New Guinea"
2019-05-13T02:58:47Z,25.5854,141.4223,74.82,terremoto,4.5,mb,"89km N of Iwo Jima, Japan"
2019-05-13T02:11:07Z,-32.9447,-178.895,53.68,terremoto,5.1,mb,"167km S of L'Esperance Rock, New Zealand"
2019-05-13T01:01:53Z,9.6696,-84.33,40.73,terremoto,4.5,mb,"13km SW of Tejar, Costa Rica"
2019-05-13T00:43:33Z,79.4078,123.8974,10,terremoto,5.4,mb,East of Severnaya Zemlya
2019-05-12T21:52:11Z,-17.7026,-69.4644,157.52,terremoto,4.6,mb,"55km N of Putre, Chile"
2019-05-12T21:17:14Z,-5.7993,151.082,35,terremoto,4.8,mb,"107km ESE of Kimbe, Papua New Guinea"
2019-05-12T21:11:40Z,14.8834,-45.0696,10,terremoto,4.8,mb,Northern Mid-Atlantic Ridge
2019-05-12T21:08:30Z,-11.9545,165.4592,10,terremoto,5,mb,"142km SSW of Lata, Solomon Islands"
2019-05-12T19:24:50Z,8.6091,-82.8387,19,terremoto,6.1,mww,"8km N of Canoas, Costa Rica"
2019-05-12T15:25:40Z,-11.9894,165.4604,10,terremoto,5.1,mb,"146km SSW of Lata, Solomon Islands"
2019-05-12T15:01:01Z,-53.4092,23.8907,10,terremoto,4.6,mb,South of Africa
2019-05-12T14:56:04Z,-27.6723,-176.5124,10,terremoto,4.9,mb,"222km NE of Raoul Island, New Zealand"
2019-05-12T10:00:01Z,19.228,121.1144,10,terremoto,4.7,mb,"68km N of Claveria, Philippines"
2019-05-12T08:59:53Z,19.4192,121.0283,20.48,terremoto,5.4,mww,"90km N of Claveria, Philippines"
2019-05-12T08:51:44Z,-6.5306,104.6109,57.04,terremoto,4.9,mb,"114km W of Cangkeuteuk Sabrang, Indonesia"
2019-05-12T08:18:38Z,15.4788,-78.1313,10,terremoto,4.5,mb,"270km SSW of Rocky Point, Jamaica"
2019-05-12T07:28:08Z,3.9283,-73.8963,10,terremoto,4.5,mb,"15km WNW of Guamal, Colombia"
2019-05-12T06:07:45Z,32.7046,132.3158,36.34,terremoto,4.7,mb,"46km WSW of Sukumo, Japan"
2019-05-12T02:47:44Z,-17.8372,-178.6144,566.45,terremoto,4.6,mb,"264km SE of Lambasa, Fiji"
2019-05-12T01:58:40Z,4.6815,-82.683,10,terremoto,4.5,mb,South of Panama
2019-05-11T23:43:42Z,0.5778,122.3185,112.67,terremoto,4.6,mb,"6km NNW of Tilamuta, Indonesia"
2019-05-11T20:13:01Z,-6.053,149.3607,68.56,terremoto,5,mww,"27km NW of Kandrian, Papua New Guinea"
2019-05-11T18:51:01Z,28.8942,81.6045,31.32,terremoto,4.5,mb,"11km WNW of Dailekh, Nepal"
2019-05-11T17:20:41Z,-1.6467,99.9281,43.66,terremoto,4.5,mb,"74km WSW of Pasarbaru, Indonesia"
2019-05-11T16:06:14Z,-34.5835,179.9892,73.02,terremoto,5.4,mww,South of the Kermadec Islands
2019-05-11T13:32:42Z,-4.8738,134.2239,10,terremoto,4.7,mb,"98km N of Dobo, Indonesia"
2019-05-11T10:28:59Z,34.9609,45.7447,10,terremoto,5.3,mww,"32km SW of Halabjah, Iraq"
2019-05-11T05:23:23Z,-30.2596,-179.95,363.71,terremoto,4.5,mb,"164km NW of L'Esperance Rock, New Zealand"
2019-05-11T05:04:21Z,-21.7616,168.8988,10,terremoto,5,mb,"107km ESE of Tadine, New Caledonia"
2019-05-11T01:30:23Z,-1.8252,122.5919,10,terremoto,4.6,mb,"99km SSW of Luwuk, Indonesia"
2019-05-11T00:48:52Z,29.9776,142.4918,10,terremoto,4.5,mb,"Izu Islands, Japan region"
2019-05-10T23:59:41Z,32.6987,132.3236,35,terremoto,4.9,mww,"46km SW of Sukumo, Japan"
2019-05-10T23:05:52Z,8.9094,126.5839,35,terremoto,4.7,mb,"30km E of Aras-asan, Philippines"
2019-05-10T22:56:47Z,-24.5987,179.7566,517.54,terremoto,4.5,mb,South of the Fiji Islands
2019-05-10T14:53:05Z,-12.0649,165.3835,10,terremoto,5.3,mb,"156km SSW of Lata, Solomon Islands"
2019-05-10T14:05:42Z,-23.9458,-179.366,536.95,terremoto,5.1,mb,South of the Fiji Islands
2019-05-10T11:40:36Z,31.756,131.8657,35.27,terremoto,4.9,mb,"45km ESE of Miyazaki-shi, Japan"
2019-05-10T08:44:54Z,-19.7507,169.0856,111.01,terremoto,5.8,mww,"29km SW of Isangel, Vanuatu"
2019-05-10T06:41:05Z,-28.4802,-176.8453,10,terremoto,4.8,mb,"134km NE of Raoul Island, New Zealand"
2019-05-10T05:46:40Z,-23.8514,-63.7705,22.5,terremoto,4.7,mb,"55km ENE of Palma Sola, Argentina"
2019-05-10T05:14:02Z,-36.6796,-93.8694,10,terremoto,4.5,mb,West Chile Rise
2019-05-10T04:53:47Z,31.3957,131.7856,10,terremoto,4.6,mb,"45km ESE of Nichinan, Japan"
2019-05-10T03:43:18Z,-28.6992,-177.2353,10,terremoto,5,mb,"90km NE of Raoul Island, New Zealand"
2019-05-10T03:38:29Z,-10.2429,161.5439,74.27,terremoto,4.6,mb,"47km WNW of Kirakira, Solomon Islands"
2019-05-10T03:31:40Z,-29.0031,-176.6525,35,terremoto,4.9,mb,"124km ENE of Raoul Island, New Zealand"
2019-05-10T03:23:33Z,-28.6866,-176.764,10,terremoto,5.6,mww,"128km ENE of Raoul Island, New Zealand"
2019-05-10T00:32:25Z,2.2111,127.086,90.83,terremoto,4.5,mb,"115km WNW of Tobelo, Indonesia"
2019-05-10T00:07:38Z,31.6825,131.7928,35,terremoto,5.1,mb,"41km ENE of Nichinan, Japan"
2019-05-09T23:48:42Z,31.7719,131.8503,22,terremoto,6.1,mww,"43km ESE of Miyazaki-shi, Japan"
2019-05-09T23:06:50Z,-17.0383,-174.0031,93.61,terremoto,5.2,mb,"123km SSW of Hihifo, Tonga"
2019-05-09T22:43:22Z,31.7987,131.8702,22,terremoto,5.7,mww,"44km ESE of Miyazaki-shi, Japan"
2019-05-09T22:21:39Z,-21.204,-70.0699,49.59,terremoto,4.5,mwr,"99km N of Tocopilla, Chile"
2019-05-09T21:46:40Z,-8.2984000000000009,150.1735,35,terremoto,5,mb,"217km ENE of Popondetta, Papua New Guinea"
2019-05-09T21:37:13Z,49.7151,155.8938,35,terremoto,5.1,mww,"108km S of Severo-Kuril'sk, Russia"
2019-05-09T19:15:57Z,45.125,80.4968,10,terremoto,4.5,mb,"55km SE of Sarkand, Kazakhstan"
2019-05-09T18:24:03Z,14.0452,-92.4959,35,terremoto,4.7,mb,"60km SSW of Ocos, Guatemala"
2019-05-09T12:15:22Z,-10.2883,161.1918,43.73,terremoto,4.8,mb,"81km WNW of Kirakira, Solomon Islands"
2019-05-09T04:44:16Z,-23.9584,-179.8277,521.06,terremoto,4.5,mb,South of the Fiji Islands
2019-05-09T00:39:42Z,8.8423,126.9943,10,terremoto,4.5,mb,"76km E of Aras-asan, Philippines"
2019-05-08T19:06:00Z,6.2987,127.0136,107.99,terremoto,4.8,mb,"92km E of Pondaguitan, Philippines"
2019-05-08T18:04:26Z,8.9937,126.6271,39.78,terremoto,4.6,mb,"36km ENE of Cagwait, Philippines"
2019-05-08T16:58:55Z,-6.5912,154.8433,10,terremoto,5,mb,"77km WSW of Panguna, Papua New Guinea"
2019-05-08T14:57:00Z,-19.0669,167.4577,10,terremoto,5,mb,"173km SSW of Port-Vila, Vanuatu"
2019-05-08T13:47:18Z,-15.8336,-75.1857,10,terremoto,5.8,mww,"69km S of Minas de Marcona, Peru"
2019-05-08T12:15:16Z,-1.79,122.6399,10,terremoto,4.7,mb,"94km S of Luwuk, Indonesia"
2019-05-08T07:38:36Z,-17.7437,-173.2439,95.25,terremoto,4.7,mb,"127km NE of Neiafu, Tonga"
2019-05-08T05:34:34Z,8.8532,126.5438,49.41,terremoto,4.7,mb,"26km E of Aras-asan, Philippines"
2019-05-08T03:01:07Z,11.651,125.5791,77,terremoto,4.6,mb,"13km ENE of Lalauigan, Philippines"
2019-05-08T01:42:41Z,-19.9981,169.564,97.41,terremoto,4.7,mb,"58km SSE of Isangel, Vanuatu"
2019-05-08T00:20:01Z,40.0604,142.0263,56.79,terremoto,4.6,mb,"47km N of Miyako, Japan"
2019-05-07T21:39:36Z,9.7895,126.7824,10,terremoto,4.5,mb,"68km E of General Luna, Philippines"
2019-05-07T17:58:31Z,44.5053,148.1712,62.47,terremoto,4.7,mb,"84km SSE of Kuril'sk, Russia"
2019-05-07T17:33:28Z,-28.7722,-176.8379,10,terremoto,4.9,mb,"117km ENE of Raoul Island, New Zealand"
2019-05-07T16:20:06Z,-7.9194,120.2241,206.48,terremoto,4.6,mb,"43km N of Nggilat, Indonesia"
2019-05-07T14:42:23Z,35.3305,142.6006,10,terremoto,4.8,mww,"166km ESE of Hasaki, Japan"
2019-05-07T08:24:12Z,10.7841,93.5461,78.81,terremoto,4.6,mb,"130km SE of Port Blair, India"
2019-05-07T07:19:12Z,2.6024,122.4544,529.99,terremoto,4.8,mb,"195km NE of Kali, Indonesia"
2019-05-07T06:28:13Z,49.4787,155.8181,50.01,terremoto,5.2,mb,"135km S of Severo-Kuril'sk, Russia"
2019-05-07T03:09:50Z,-38.0715,-94.2424,10,terremoto,4.6,mb,West Chile Rise
2019-05-06T23:19:11Z,-15.6262,167.2955,161.03,terremoto,5,mb,"17km SE of Luganville, Vanuatu"
2019-05-06T23:09:08Z,4.8923,128.0424,10,terremoto,4.6,mb,"262km SE of Pondaguitan, Philippines"
2019-05-06T21:19:37Z,-6.9738,146.4504,146,terremoto,7.1,mww,"33km NW of Bulolo, Papua New Guinea"
2019-05-06T21:03:18Z,-25.0493,179.9261,495.42,terremoto,4.8,mb,South of the Fiji Islands
2019-05-06T19:07:14Z,-6.6822,130.7055,75.64,terremoto,4.6,mb,"155km NNW of Saumlaki, Indonesia"
2019-05-06T18:56:32Z,6.991,-76.2643,20.21,terremoto,4.5,mb,"1km SSE of Dabeiba, Colombia"
2019-05-06T17:56:03Z,26.2457,129.5528,10,terremoto,4.7,mb,"161km ESE of Nago, Japan"
2019-05-06T16:11:29Z,-3.2596,-12.0948,10,terremoto,5,mb,North of Ascension Island
2019-05-06T15:47:48Z,-22.858,-69.0094,103.24,terremoto,4.6,mb,"44km S of Calama, Chile"
2019-05-06T15:04:59Z,14.7757,55.5583,10,terremoto,4.7,mb,"287km NE of Tamrida, Yemen"
2019-05-06T14:47:28Z,14.5766,55.8604,10,terremoto,4.9,mb,"290km NE of Tamrida, Yemen"
2019-05-06T14:46:58Z,-56.9864,-25.0834,10,terremoto,4.8,mb,"133km ESE of Visokoi Island, South Georgia and the South Sandwich Islands"
2019-05-06T14:32:28Z,7.1364,-72.1693,36.16,terremoto,4.5,mb,"16km NNW of Cubara, Colombia"
2019-05-06T14:18:26Z,19.7263,90.8861,10,terremoto,4.9,mb,"194km SW of Teknaf, Bangladesh"
2019-05-06T14:13:48Z,-6.2299,154.8151,62.81,terremoto,5.2,mww,"74km W of Panguna, Papua New Guinea"
2019-05-06T13:47:12Z,-17.7153,-172.6721,10,terremoto,4.5,mb,"173km NE of Neiafu, Tonga"
2019-05-06T13:23:08Z,-3.1732,-12.281,10,terremoto,5.4,mb,North of Ascension Island
2019-05-06T13:07:01Z,-17.2635,-172.355,10,terremoto,4.5,mb,"208km SE of Hihifo, Tonga"
2019-05-06T12:16:48Z,9.8672,126.564,35,terremoto,4.5,mb,"45km ENE of General Luna, Philippines"
2019-05-06T11:22:26Z,-29.0939,-177.6798,10,terremoto,4.8,mb,"28km NE of Raoul Island, New Zealand"
2019-05-06T08:20:21Z,-5.4244,102.0552,35,terremoto,5.3,mb,"181km S of Bengkulu, Indonesia"
2019-05-06T06:26:40Z,-37.4261,-179.6324,10,terremoto,4.8,mb,"248km ENE of Gisborne, New Zealand"
2019-05-06T05:13:14Z,35.5477,140.8136,35,terremoto,4.5,mb,"20km S of Hasaki, Japan"
2019-05-06T04:38:35Z,49.3457,154.7915,78.5,terremoto,4.6,mb,"176km SSW of Severo-Kuril'sk, Russia"
2019-05-06T03:56:50Z,-19.251,169.4262,219.36,terremoto,5,mb,"37km NNE of Isangel, Vanuatu"
2019-05-06T03:56:44Z,4.1389,126.8892,33.24,terremoto,4.5,mb,"211km SE of Sarangani, Philippines"
2019-05-06T03:26:47Z,-49.0832,121.3171,10,terremoto,4.9,mb,Western Indian-Antarctic Ridge
2019-05-06T02:48:42Z,18.7345,120.8764,35,terremoto,5.5,mww,"21km NNE of Pagudpud, Philippines"
2019-05-05T23:59:57Z,1.4372,126.4107,50.5,terremoto,4.7,mb,"128km NW of Kota Ternate, Indonesia"
2019-05-05T20:12:42Z,12.7897,-88.5321,64.43,terremoto,4.6,mb,"54km S of Puerto El Triunfo, El Salvador"
2019-05-05T16:25:52Z,-1.9922,122.5255,10,terremoto,4.7,mb,"118km SSW of Luwuk, Indonesia"
2019-05-05T15:16:22Z,-6.9193,129.912,143.86,terremoto,4.6,mb,"192km NW of Saumlaki, Indonesia"
2019-05-05T13:55:33Z,4.1275,126.7054,40.86,terremoto,4.6,mb,"197km SE of Sarangani, Philippines"
2019-05-05T13:28:35Z,18.9025,146.5173,86.42,terremoto,4.6,mb,"90km E of Agrihan, Northern Mariana Islands"
2019-05-05T09:40:03Z,-5.9935,128.8325,308.07,terremoto,5,mww,"262km SSE of Amahusu, Indonesia"
2019-05-05T08:42:48Z,-6.3127,145.7661,121.98,terremoto,5.2,mww,"11km WSW of Kainantu, Papua New Guinea"
2019-05-05T06:54:48Z,41.9205,78.5558,10,terremoto,4.6,mb,"64km SSE of Karakol, Kyrgyzstan"
2019-05-05T06:46:57Z,40.6285,-127.3887,10,terremoto,4.8,mwr,"264km W of Ferndale, California"
2019-05-05T04:42:02Z,4.1568,126.8016,35,terremoto,4.6,mb,"202km SE of Sarangani, Philippines"
2019-05-05T01:56:07Z,8.8883,126.998,35,terremoto,5,mb,"76km E of Aras-asan, Philippines"
2019-05-04T23:51:59Z,4.2548,126.7295,35,terremoto,4.6,mb,"189km SE of Sarangani, Philippines"
2019-05-04T23:51:05Z,4.1023,126.7345,46.05,terremoto,4.7,mb,"201km SE of Sarangani, Philippines"
2019-05-04T23:39:20Z,5.1451,146.4213,10,terremoto,4.6,mb,"256km SSW of Satawal, Micronesia"
2019-05-04T22:32:12Z,8.7418,126.7186,42.07,terremoto,4.6,mb,"46km E of Marihatag, Philippines"
2019-05-04T21:34:12Z,43.8887,148.1114,35,terremoto,4.5,mb,"112km E of Shikotan, Russia"
2019-05-04T21:02:10Z,1.9846,123.6614,327,terremoto,5.7,mww,"122km N of Pimpi, Indonesia"
2019-05-04T19:51:44Z,38.7342,142.3235,37.24,terremoto,4.6,mwr,"64km SE of Ofunato, Japan"
2019-05-04T19:09:16Z,21.0426,145.7683,35,terremoto,4.6,mb,"106km ENE of Farallon de Pajaros, Northern Mariana Islands"
2019-05-04T17:57:31Z,-18.1517,-172.0173,10,terremoto,4.9,mb,"214km ENE of Neiafu, Tonga"
2019-05-04T16:40:25Z,43.1747,146.4311,59.39,terremoto,5.1,mww,"71km ESE of Nemuro, Japan"
2019-05-04T16:18:55Z,13.7272,145.2061,102.69,terremoto,4.5,mb,"39km ENE of Yigo Mayor's Office, Guam"
2019-05-04T11:51:23Z,21.68,119.7859,27.16,terremoto,4.5,mb,"105km WSW of Hengchun, Taiwan"
2019-05-04T11:04:02Z,26.1703,95.7795,100.29,terremoto,5.1,mww,"93km SE of Mon, India"
2019-05-04T07:58:09Z,-1.3552,69.5626,10,terremoto,4.6,mb,Carlsberg Ridge
2019-05-04T05:53:03Z,36.382,68.2985,43.3,terremoto,4.6,mwr,"28km ENE of Aibak, Afghanistan"
2019-05-04T04:33:43Z,-24.124,-115.8586,10,terremoto,5,mb,Southern East Pacific Rise
2019-05-04T02:41:27Z,38.4158,141.8812,10,terremoto,4.7,mb,"50km E of Ishinomaki, Japan"
2019-05-04T01:05:09Z,12.398,120.9106,10,terremoto,5.7,mww,"8km WSW of San Agustin, Philippines"
2019-05-04T00:07:47Z,-24.481,-115.8373,10,terremoto,5.4,mww,Southern East Pacific Rise
2019-05-03T22:46:14Z,4.4282,126.999,35,terremoto,4.7,mb,"201km ESE of Sarangani, Philippines"
2019-05-03T22:28:15Z,4.1406,126.7819,35,terremoto,4.7,mb,"202km SE of Sarangani, Philippines"
2019-05-03T22:22:36Z,4.0529,126.6134,35,terremoto,5.1,mww,"196km SE of Sarangani, Philippines"
2019-05-03T21:30:43Z,9.2998,-83.2187,10,terremoto,4.6,mb,"19km NE of Buenos Aires, Costa Rica"
2019-05-03T18:01:38Z,-59.126,148.9746,10,terremoto,4.7,mb,West of Macquarie Island
2019-05-03T17:41:57Z,-4.1568,136.3547,28.18,terremoto,4.7,mb,"26km S of Enarotali, Indonesia"
2019-05-03T14:48:24Z,-21.2017,-68.7556,113.91,terremoto,4.5,mb,"141km N of Calama, Chile"
2019-05-03T07:25:29Z,-6.928,160.1389,10,terremoto,6.2,mww,"147km NNE of Buala, Solomon Islands"
2019-05-03T07:18:26Z,-12.8305,45.4252,10,terremoto,4.8,mb,"15km ESE of Pamandzi, Mayotte"
2019-05-03T06:55:27Z,-24.2675,-115.9506,10,terremoto,5,mb,Southern East Pacific Rise
2019-05-03T04:57:06Z,5.456,126.1412,102.27,terremoto,4.6,mb,"75km SE of Caburan, Philippines"
2019-05-03T03:42:41Z,-29.9286,-177.9139,10,terremoto,5.1,mb,"73km S of Raoul Island, New Zealand"
2019-05-03T00:37:35Z,-20.7967,-178.6801,608.03,terremoto,4.6,mb,"16km S of Ndoi Island, Fiji"
2019-05-02T23:59:01Z,18.1865,120.0961,10,terremoto,4.5,mb,"43km WNW of Callaguip, Philippines"
2019-05-02T21:31:19Z,14.4572,55.9309,10,terremoto,5,mb,"286km NE of Tamrida, Yemen"
2019-05-02T21:07:33Z,-17.8151,-178.5432,542.77,terremoto,4.5,mb,"269km SE of Lambasa, Fiji"
2019-05-02T19:41:41Z,-22.6877,-179.5995,576.63,terremoto,4.6,mb,"244km SSW of Ndoi Island, Fiji"
2019-05-02T17:13:23Z,-21.3161,-70.7396,39.55,terremoto,4.5,mb,"102km NNW of Tocopilla, Chile"
2019-05-02T16:53:25Z,-6.3553,127.81,54.1,terremoto,4.6,mb,"293km S of Amahusu, Indonesia"
2019-05-02T11:12:00Z,46.4567,115.2289,10,terremoto,4.6,mb,"55km S of Dzuunbulag, Mongolia"
2019-05-02T11:06:07Z,-5.2501,-77.2677,26,terremoto,4.5,mb,"78km SW of Barranca, Peru"
2019-05-02T10:44:42Z,24.4715,121.9822,35,terremoto,4.5,mb,"19km SE of Su'ao, Taiwan"
2019-05-02T07:57:58Z,30.4709,103.1619,10,terremoto,4.7,mb,"29km WNW of Linqiong, China"
2019-05-02T07:03:22Z,14.7763,55.987,10,terremoto,4.5,mb,Owen Fracture Zone region
2019-05-02T02:29:26Z,-6.5062,148.7282,35,terremoto,4.9,mb,"95km E of Finschhafen, Papua New Guinea"
2019-05-01T23:33:14Z,-4.6068,153.1202,57.15,terremoto,4.9,mb,"18km SSE of Taron, Papua New Guinea"
2019-05-01T21:50:53Z,40.5072,-29.3991,10,terremoto,4.6,mb,"187km NE of Santa Cruz das Flores, Portugal"
2019-05-01T21:08:56Z,-59.0194,-25.6465,65.71,terremoto,4.7,mb,"50km E of Bristol Island, South Sandwich Islands"
2019-05-01T18:48:31Z,-7.4447,126.6778,337.23,terremoto,4.6,mb,"173km NE of Dili, East Timor"
2019-05-01T17:46:16Z,-17.0804,-173.9756,90.59,terremoto,4.5,mb,"127km S of Hihifo, Tonga"
2019-05-01T15:32:21Z,-16.9422,-171.7078,10,terremoto,5,mb,"244km ESE of Hihifo, Tonga"
2019-05-01T14:48:12Z,-58.7293,-25.3632,28.24,terremoto,4.9,mb,"74km ENE of Bristol Island, South Sandwich Islands"
2019-05-01T11:31:18Z,13.7877,-45.5404,10,terremoto,4.6,mb,Northern Mid-Atlantic Ridge
2019-05-01T00:41:22Z,-20.2421,-175.669,194.67,terremoto,4.8,mb,"110km NNW of Nuku`alofa, Tonga"
2019-04-30T23:55:09Z,-9.6654,148.5709,10,terremoto,4.9,mb,"106km SSE of Popondetta, Papua New Guinea"
2019-04-30T23:44:09Z,-2.6427,153.2714,10,terremoto,4.9,mb,"146km NE of Namatanai, Papua New Guinea"
2019-04-30T21:01:00Z,-9.5827,148.6186,10,terremoto,4.9,mb,"100km SSE of Popondetta, Papua New Guinea"
2019-04-30T20:52:22Z,15.3269,-46.4583,10,terremoto,5.4,mww,Northern Mid-Atlantic Ridge
2019-04-30T19:46:02Z,-18.496,-177.8161,538.41,terremoto,4.8,mb,"255km NNE of Ndoi Island, Fiji"
2019-04-30T15:43:46Z,36.5396,140.7863,55.98,terremoto,4.5,mb,"13km ESE of Hitachi, Japan"
2019-04-30T15:40:37Z,9.8433,126.6574,10,terremoto,4.6,mb,"55km E of General Luna, Philippines"
2019-04-30T08:06:51Z,23.6627,-63.0176,10,terremoto,4.6,mb,North Atlantic Ocean
2019-04-30T02:28:49Z,-6.2667,131.5867,56.77,terremoto,5.1,mww,"144km WSW of Tual, Indonesia"
2019-04-30T01:47:35Z,-56.0849,-27.5463,114.57,terremoto,5,mb,"71km NNW of Visokoi Island, South Georgia and the South Sandwich Islands"
2019-04-30T00:23:46Z,-8.0255,122.6947,221.1,terremoto,4.8,mww,"49km N of Palue, Indonesia"
2019-04-29T22:38:28Z,-56.2093,-27.372,94.95,terremoto,4.9,mb,"55km N of Visokoi Island, South Georgia and the South Sandwich Islands"
2019-04-29T22:26:36Z,-53.2276,-45.0536,10,terremoto,4.7,mb,South Atlantic Ocean
2019-04-29T19:44:44Z,7.3258,-36.2136,10,terremoto,4.5,mb,Central Mid-Atlantic Ridge
2019-04-29T18:02:43Z,39.391,26.28,10,terremoto,4.6,mb,"9km ENE of Mithymna, Greece"
2019-04-29T17:39:44Z,23.0333,94.8184,133.05,terremoto,4.7,mb,"78km SSE of Mawlaik, Burma"
2019-04-29T17:33:27Z,18.1151,120.0428,10,terremoto,4.8,mb,"47km W of Callaguip, Philippines"
2019-04-29T16:44:45Z,19.1314,145.1069,233.88,terremoto,4.5,mb,"71km NW of Agrihan, Northern Mariana Islands"
2019-04-29T16:35:08Z,-28.1444,-67.3963,129.82,terremoto,5,mb,"18km ESE of Tinogasta, Argentina"
2019-04-29T15:03:54Z,-15.1672,-173.2369,10,terremoto,4.6,mb,"102km NNE of Hihifo, Tonga"
2019-04-29T14:28:14Z,21.7521,144.2002,107.45,terremoto,5.3,mb,"152km NNW of Farallon de Pajaros, Northern Mariana Islands"
2019-04-29T14:19:52Z,10.8649,57.2283,10,terremoto,6.3,mww,Carlsberg Ridge
2019-04-29T14:07:13Z,-30.8006,-71.5382,40,terremoto,4.7,mb,"39km SW of Ovalle, Chile"
2019-04-29T13:36:58Z,9.6546,126.7356,10,terremoto,4.6,mb,"64km ESE of General Luna, Philippines"
2019-04-29T13:36:04Z,33.5157,81.5138,15.73,terremoto,4.5,mb,"128km NNE of Napug, China"
2019-04-29T13:22:51Z,44.867,-28.0298,10,terremoto,4.7,mb,Northern Mid-Atlantic Ridge
2019-04-29T08:07:40Z,-14.4458,-75.4838,38.22,terremoto,4.6,mb,"31km WNW of Rio Grande, Peru"
2019-04-29T07:16:17Z,-41.8852,79.8424,10,terremoto,4.8,mb,Mid-Indian Ridge
2019-04-29T05:24:00Z,34.5418,137.5425,313.88,terremoto,4.5,mb,"19km S of Kosai-shi, Japan"
2019-04-29T04:43:17Z,35.3706,27.6869,31.29,terremoto,4.8,mww,"45km ESE of Karpathos, Greece"
