fecha,version_r,sistema_operativo,descargas
2019-06-24,2.12.2,osx,3
2019-06-24,3.5.1,osx,4
2019-06-24,3.5.0,win,3
2019-06-24,2.13.2,win,1
2019-06-24,3.3.2,osx,4
2019-06-24,3.6.0patched,win,623
2019-06-24,3.4.4,src,3
2019-06-24,3.5.0,osx,6
2019-06-24,3.5.1,win,5
2019-06-24,3.3.2,win,2
2019-06-24,2.13.2,osx,3
2019-06-24,2.12.0,osx,2
2019-06-24,3.3.0,src,1
2019-06-24,3.0.3,win,1
2019-06-24,3.3.3,win,34
2019-06-24,3.1.0,osx,4
2019-06-24,3.2.0,win,1
2019-06-24,2.13.1,osx,3
2019-06-24,3.4.0,osx,4
2019-06-25,3.6.0patched,win,575
2019-06-25,3.1.2,src,2
2019-06-25,3.4.3,src,1
2019-06-25,devel,win,101
2019-06-25,3.5.0,win,2
2019-06-25,3.1.0,win,1
2019-06-25,2.15.3,osx,1
2019-06-25,3.0.3,src,1
2019-06-25,3.4.0,osx,2
2019-06-25,3.0.3,osx,1
2019-06-25,devel,"NA",1
2019-06-25,3.5.2,win,6
2019-06-25,3.2.2,src,2
2019-06-25,2.13.0,osx,1
2019-06-25,3.3.3,win,61
2019-06-25,2.12.0,src,1
2019-06-25,3.5.3,win,100
2019-06-25,3.2.4,osx,4
2019-06-25,3.1.3,src,1
2019-06-25,3.3.3,src,3
2019-06-25,2.12.1,osx,1
2019-06-25,3.1.0,src,1
2019-06-25,3.2.5,src,1
2019-06-25,3.6.0,osx,612
2019-06-25,2.14.1,osx,1
2019-06-25,3.4.4,src,1
2019-06-25,3.5.0,osx,1
2019-06-25,latest,osx,439
2019-06-25,latest,"NA",2
2019-06-25,3.3.2,win,1
2019-06-25,3.4.2,src,1
2019-06-25,3.3.0,src,3
2019-06-25,3.2.2,win,3
2019-06-25,3.1.2,win,1
2019-06-25,3.4.3,win,25
2019-06-25,3.3.3,osx,66
2019-06-25,3.6.0patched,"NA",1
2019-06-25,3.5.1,win,4
2019-06-25,3.2.3,osx,1
2019-06-25,3.5.0,src,2
2019-06-25,3.4.4,osx,39
2019-06-25,3.2.1,osx,6
2019-06-25,2.15.3,src,1
2019-06-25,3.1.0,osx,1
2019-06-25,3.4.3,osx,3
2019-06-25,3.5.3,src,10
2019-06-25,3.5.3,osx,166
2019-06-25,3.4.2,win,1
2019-06-25,3.4.1,src,8
2019-06-25,2.15.0,osx,2
2019-06-25,3.6.0,win,3017
2019-06-25,2.12.0,osx,1
2019-06-25,2.14.1,win,1
2019-06-25,latest,src,1
2019-06-25,3.6.1beta,win,1
2019-06-25,2.11.1,osx,2
2019-06-25,3.5.1,src,29
2019-06-25,3.5.2,src,4
2019-06-25,3.6.0,src,77
2019-06-25,3.5.2,osx,26
2019-06-25,2.11.0,osx,2
2019-06-25,3.4.4,win,14
2019-06-25,3.0.3,win,2
2019-06-25,3.2.1,win,25
2019-06-26,3.2.4,osx,1
2019-06-26,3.5.2,osx,16
2019-06-26,3.1.0,osx,1
2019-06-26,3.2.3,osx,1
2019-06-26,3.4.2,osx,2
2019-06-26,3.4.3,win,18
2019-06-26,3.0.2,osx,1
2019-06-26,3.5.3,osx,89
2019-06-26,2.14.1,osx,1
2019-06-26,devel,win,51
2019-06-26,3.4.1,win,2
2019-06-26,3.2.3,win,1
2019-06-26,latest,osx,302
2019-06-26,3.4.2,src,2
2019-06-26,3.5.0,src,5
2019-06-26,2.13.1,osx,1
2019-06-26,3.6.0,win,3064
2019-06-26,3.1.2,osx,1
2019-06-26,3.1.1,win,1
2019-06-26,3.2.5,win,2
2019-06-26,3.2.3,src,1
2019-06-26,3.4.4,osx,29
2019-06-26,2.10.0,osx,1
2019-06-26,3.6.0,src,103
2019-06-26,3.3.3,osx,94
2019-06-26,3.1.3,osx,3
2019-06-26,3.0.3,src,1
2019-06-26,3.1.2,src,1
2019-06-26,3.4.1,src,8
2019-06-26,2.15.2,osx,1
2019-06-26,3.2.1,osx,9
2019-06-26,2.12.1,osx,1
2019-06-26,3.3.2,win,2
2019-06-26,2.15.1,osx,5
2019-06-26,3.4.0,osx,1
2019-06-26,3.2.0,src,2
2019-06-26,3.3.0,src,1
2019-06-26,2.9.2,src,2
2019-06-26,3.4.4,win,5
2019-06-26,3.2.2,src,1
2019-06-26,3.2.1,win,12
2019-06-26,3.2.0,osx,1
2019-06-26,3.3.3,src,1
2019-06-26,2.14.0,osx,1
2019-06-26,3.5.3,src,13
2019-06-26,3.5.1,win,2
2019-06-26,3.6.0,osx,554
2019-06-26,3.5.1,src,11
2019-06-26,3.0.1,win,1
2019-06-26,3.3.2,osx,2
2019-06-26,3.1.1,src,2
2019-06-26,3.0.1,osx,1
2019-06-26,3.4.3,src,2
2019-06-26,3.2.1,src,1
2019-06-26,3.4.2,win,1
2019-06-26,3.3.1,osx,1
2019-06-26,latest,"NA",6
2019-06-26,3.1.1,osx,2
2019-06-26,3.6.1beta,win,4
2019-06-26,3.5.0,win,4
2019-06-26,2.13.2,win,1
2019-06-26,2.11.1,osx,1
2019-06-26,3.4.0,win,2
2019-06-26,3.0.0,osx,1
2019-06-26,2.9.1,src,1
2019-06-26,3.0.3,win,2
2019-06-26,3.4.0,src,3
2019-06-26,3.5.2,src,7
2019-06-26,2.12.2,osx,2
2019-06-26,3.5.3,win,66
2019-06-26,3.0.3,osx,2
2019-06-26,3.1.3,win,1
2019-06-26,3.4.3,osx,3
2019-06-26,2.15.0,osx,1
2019-06-26,3.2.2,osx,1
2019-06-26,3.6.0patched,win,305
2019-06-26,2.11.0,osx,1
2019-06-26,3.5.2,win,6
2019-06-26,3.4.1,osx,1
2019-06-26,3.5.0,osx,4
2019-06-26,2.15.3,osx,1
2019-06-26,3.0.1,src,2
2019-06-26,2.12.0,osx,1
2019-06-26,3.4.4,src,6
2019-06-26,2.10.1,osx,1
2019-06-26,3.5.1,osx,1
2019-06-26,2.14.2,osx,1
2019-06-26,2.13.2,osx,2
2019-06-26,3.3.3,win,61
2019-06-27,3.6.0,win,3005
2019-06-27,3.3.2,osx,1
2019-06-27,3.2.0,src,1
2019-06-27,3.4.2,osx,1
2019-06-27,devel,win,71
2019-06-27,3.3.1,src,2
2019-06-27,2.13.0,win,1
2019-06-27,3.2.3,win,1
2019-06-27,3.1.1,src,1
2019-06-27,3.6.1beta,win,3
2019-06-27,2.7.1,src,4
2019-06-27,3.0.3,osx,1
2019-06-27,2.14.0,osx,3
2019-06-27,3.3.1,osx,1
2019-06-27,3.1.2,osx,1
2019-06-27,3.2.4revised,win,1
2019-06-27,3.4.3,osx,4
2019-06-27,3.4.2,win,1
2019-06-27,2.12.1,osx,1
2019-06-27,3.1.3,osx,1
2019-06-27,3.3.3,osx,86
2019-06-27,latest,"NA",1
2019-06-27,2.15.0,osx,2
2019-06-27,latest,src,3
2019-06-27,2.14.2,osx,2
2019-06-27,2.13.1,osx,3
2019-06-27,3.2.0,win,1
2019-06-27,3.3.0,osx,4
2019-06-27,3.2.2,src,3
2019-06-27,3.4.0,osx,4
2019-06-27,latest,osx,372
2019-06-27,3.4.0,src,2
2019-06-27,3.4.1,src,5
2019-06-27,3.5.3,osx,102
2019-06-27,3.5.2,osx,6
2019-06-27,3.0.2,win,1
2019-06-27,2.15.2,osx,3
2019-06-27,3.1.0,win,1
2019-06-27,3.4.1,osx,3
2019-06-27,3.1.3,src,3
2019-06-27,3.5.2,src,3
2019-06-27,2.14.1,osx,1
2019-06-27,3.4.0,win,4
2019-06-27,3.2.4,osx,7
2019-06-27,3.2.0,osx,1
2019-06-27,3.0.2,osx,1
2019-06-27,3.0.0,win,2
2019-06-27,3.2.5,src,1
2019-06-27,3.1.0,osx,1
2019-06-27,2.15.3,osx,1
2019-06-27,3.4.3,src,3
2019-06-27,2.1.0,src,1
2019-06-27,3.5.3,win,45
2019-06-27,3.5.2,win,4
2019-06-27,2.10.1,osx,2
2019-06-27,3.1.1,win,1
2019-06-27,2.15.2,src,2
2019-06-27,3.2.5,win,1
2019-06-27,3.4.4,osx,54
2019-06-27,3.1.3,win,1
2019-06-27,3.3.3,win,48
2019-06-27,2.14.2,win,1
2019-06-27,2.13.0,osx,1
2019-06-27,3.5.3,src,31
2019-06-27,3.0.3,src,2
2019-06-27,2.11.1,osx,2
2019-06-27,3.4.3,win,22
2019-06-27,3.6.0,osx,635
2019-06-27,3.2.4,src,1
2019-06-27,2.12.0,osx,2
2019-06-27,3.3.0,win,3
2019-06-27,3.0.1,win,2
2019-06-27,3.1.2,win,2
2019-06-27,3.3.1,win,1
2019-06-27,3.0.3,win,2
2019-06-27,3.0.0,osx,1
2019-06-27,3.6.0,src,158
2019-06-27,3.6.0patched,win,537
2019-06-27,3.4.4,src,4
2019-06-27,3.5.0,osx,3
2019-06-27,3.2.1,src,1
2019-06-27,3.2.1,osx,7
2019-06-27,3.0.1,osx,1
2019-06-27,3.5.1,src,12
2019-06-27,3.5.1,win,3
2019-06-27,2.4.0,src,1
2019-06-27,3.2.1,win,11
2019-06-27,3.3.2,win,2
2019-06-27,2.15.1,osx,2
2019-06-27,2.13.2,osx,2
2019-06-27,3.4.4,win,11
2019-06-27,2.11.0,osx,3
2019-06-27,2.12.2,osx,1
2019-06-27,3.5.1,osx,3
2019-06-27,3.2.3,osx,1
2019-06-27,3.2.2,win,1
2019-06-27,2.10.0,osx,4
2019-06-27,3.4.1,win,1
2019-06-27,3.5.0,win,7
2019-06-27,2.15.1,src,1
2019-06-28,2.13.0,osx,2
2019-06-28,3.4.3,osx,3
2019-06-28,3.4.2,win,2
2019-06-28,3.2.0,src,3
2019-06-28,2.12.0,osx,1
2019-06-28,3.4.3,win,16
2019-06-28,3.2.3,osx,1
2019-06-28,2.12.2,osx,2
2019-06-28,3.1.3,osx,3
2019-06-28,3.5.3,win,82
2019-06-28,2.15.1,win,1
2019-06-28,3.4.4,osx,60
2019-06-28,3.5.0,src,1
2019-06-28,3.1.2,src,1
2019-06-28,3.2.1,osx,8
2019-06-28,2.14.2,osx,1
2019-06-28,3.5.3,src,11
2019-06-28,3.6.0,src,69
2019-06-28,3.3.2,src,2
2019-06-28,2.11.1,osx,1
2019-06-28,3.3.3,osx,76
2019-06-28,3.3.3,win,47
2019-06-28,2.11.0,osx,4
2019-06-28,3.1.1,src,1
2019-06-28,2.15.1,osx,3
2019-06-28,3.5.2,src,1
2019-06-28,3.6.1beta,win,2
2019-06-28,3.2.2,osx,1
2019-06-28,3.4.0,src,1
2019-06-28,3.5.2,osx,12
2019-06-28,latest,osx,423
2019-06-28,3.6.0,osx,466
2019-06-28,3.2.2,src,2
2019-06-28,3.4.1,src,14
2019-06-28,2.13.2,osx,2
2019-06-28,3.5.0,win,4
2019-06-28,devel,win,99
2019-06-28,3.3.3,src,4
2019-06-28,latest,"NA",3
2019-06-28,2.14.1,osx,2
2019-06-28,3.6.1beta,"NA",1
2019-06-28,2.15.2,osx,2
2019-06-28,3.4.4,win,18
2019-06-28,3.1.0,osx,2
2019-06-28,3.4.0,win,1
2019-06-28,3.2.3,src,1
2019-06-28,3.5.2,win,1
2019-06-28,3.2.1,win,8
2019-06-28,devel,"NA",1
2019-06-28,3.1.1,osx,2
2019-06-28,3.3.2,osx,1
2019-06-28,3.5.1,src,10
2019-06-28,2.13.2,win,1
2019-06-28,3.0.2,osx,1
2019-06-28,3.4.3,src,3
2019-06-28,3.5.1,win,5
2019-06-28,2.12.1,osx,2
2019-06-28,2.10.0,osx,2
2019-06-28,3.2.4,osx,3
2019-06-28,3.0.3,osx,1
2019-06-28,3.5.3,osx,147
2019-06-28,3.2.4revised,win,3
2019-06-28,2.14.0,osx,2
2019-06-28,2.15.3,osx,2
2019-06-28,3.1.2,osx,3
2019-06-28,3.5.0,osx,5
2019-06-28,3.0.1,osx,1
2019-06-28,3.3.0,osx,1
2019-06-28,2.10.1,osx,2
2019-06-28,3.2.0,osx,1
2019-06-28,2.13.0,src,1
2019-06-28,3.0.0,osx,1
2019-06-28,3.6.0,win,2293
2019-06-28,3.3.0,src,1
2019-06-28,3.3.1,osx,1
2019-06-28,2.13.1,osx,3
2019-06-28,3.5.1,osx,1
2019-06-28,3.6.0patched,win,741
2019-06-28,3.1.3,src,4
2019-06-28,3.1.0,win,2
2019-06-28,3.3.0,win,1
2019-06-28,3.4.1,win,1
2019-06-28,3.4.2,src,1
2019-06-28,2.15.0,osx,2
2019-06-29,3.6.0,osx,234
2019-06-29,3.3.3,win,21
2019-06-29,3.5.0,win,1
2019-06-29,2.12.2,osx,3
2019-06-29,2.15.3,osx,2
2019-06-29,2.11.0,osx,2
2019-06-29,3.5.1,osx,2
2019-06-29,3.1.1,osx,1
2019-06-29,3.0.1,osx,1
2019-06-29,3.5.1,src,4
2019-06-29,3.2.1,win,5
2019-06-29,3.4.4,win,15
2019-06-29,2.15.1,osx,3
2019-06-29,3.1.2,osx,1
2019-06-29,2.14.0,osx,2
2019-06-29,3.2.0,osx,1
2019-06-29,3.2.1,osx,5
2019-06-29,3.0.3,osx,1
2019-06-29,3.4.4,osx,63
2019-06-29,latest,"NA",1
2019-06-29,2.12.1,osx,2
2019-06-29,3.2.4revised,win,1
2019-06-29,3.2.4,osx,3
2019-06-29,3.4.0,win,1
2019-06-29,2.12.0,osx,2
2019-06-29,3.6.0,win,1334
2019-06-29,3.0.0,osx,1
2019-06-29,2.8.1,src,1
2019-06-29,3.2.2,win,1
2019-06-29,2.14.0,win,2
2019-06-29,3.3.0,src,1
2019-06-29,2.15.3,src,1
2019-06-29,3.4.3,osx,4
2019-06-29,3.4.1,win,1
2019-06-29,3.4.4,src,12
2019-06-29,3.5.0,osx,5
2019-06-29,3.6.0patched,win,245
2019-06-29,latest,src,1
2019-06-29,3.2.2,osx,1
2019-06-29,3.4.0,src,3
2019-06-29,2.11.1,osx,4
2019-06-29,3.5.3,src,7
2019-06-29,3.6.1rc,win,1
2019-06-29,3.4.1,osx,1
2019-06-29,3.4.2,osx,2
2019-06-29,3.4.3,win,24
2019-06-29,3.2.3,osx,1
2019-06-29,3.5.1,win,1
2019-06-29,2.10.0,osx,1
2019-06-29,2.14.2,osx,1
2019-06-29,3.1.3,src,10
2019-06-29,3.2.3,src,1
2019-06-29,2.15.2,osx,1
2019-06-29,3.4.1,src,4
2019-06-29,3.5.3,osx,80
2019-06-29,3.5.2,osx,7
2019-06-29,2.13.2,osx,2
2019-06-29,3.4.0,osx,3
2019-06-29,latest,osx,282
2019-06-29,2.13.1,osx,2
2019-06-29,2.15.0,osx,3
2019-06-29,3.3.3,osx,65
2019-06-29,3.1.0,osx,2
2019-06-29,3.1.3,osx,2
2019-06-29,devel,win,65
2019-06-29,3.6.0,src,51
2019-06-29,2.13.0,osx,2
2019-06-29,3.2.5,win,2
2019-06-29,2.10.1,osx,1
2019-06-29,3.5.3,win,25
2019-06-29,3.5.2,win,1
2019-06-29,3.3.2,osx,1
2019-06-30,2.13.2,osx,3
2019-06-30,3.5.1,osx,4
2019-06-30,3.4.3,osx,3
2019-06-30,3.4.1,osx,2
2019-06-30,3.5.3,src,1
2019-06-30,2.11.1,osx,2
2019-06-30,2.15.2,osx,2
2019-06-30,3.4.3,win,7
2019-06-30,3.4.2,osx,2
2019-06-30,3.2.3,osx,2
2019-06-30,3.2.0,osx,2
2019-06-30,3.0.3,osx,1
2019-06-30,3.4.0,src,1
2019-06-30,3.2.2,osx,2
2019-06-30,2.14.0,osx,3
2019-06-30,3.1.2,osx,4
2019-06-30,3.2.4revised,win,1
2019-06-30,3.4.0,osx,5
2019-06-30,3.2.2,src,1
2019-06-30,2.12.1,osx,3
2019-06-30,2.14.1,osx,3
2019-06-30,2.13.1,osx,3
2019-06-30,3.2.5,win,1
2019-06-30,3.2.4,osx,4
2019-06-30,3.6.0,osx,276
2019-06-30,3.3.3,win,15
2019-06-30,2.10.0,osx,3
2019-06-30,2.14.2,osx,4
2019-06-30,2.13.0,osx,1
2019-06-30,3.6.1rc,win,2
2019-06-30,3.5.3,osx,51
2019-06-30,3.5.2,osx,3
2019-06-30,2.10.1,osx,3
2019-06-30,3.1.2,src,1
2019-06-30,2.12.0,osx,3
2019-06-30,3.5.1,win,1
2019-06-30,3.1.3,osx,6
2019-06-30,latest,osx,217
2019-06-30,3.1.1,osx,4
2019-06-30,3.3.3,osx,49
2019-06-30,3.3.1,osx,2
2019-06-30,3.0.1,osx,1
2019-06-30,3.5.1,src,4
2019-06-30,3.3.0,src,1
2019-06-30,3.2.1,win,7
2019-06-30,2.15.1,osx,5
2019-06-30,3.6.0,src,51
2019-06-30,3.6.0patched,win,238
2019-06-30,3.4.4,win,3
2019-06-30,2.15.0,osx,3
2019-06-30,devel,win,61
2019-06-30,3.2.1,osx,5
2019-06-30,3.5.0,src,2
2019-06-30,3.5.0,osx,5
2019-06-30,3.4.4,src,1
2019-06-30,3.4.4,osx,40
2019-06-30,3.4.1,src,1
2019-06-30,3.0.1,win,1
2019-06-30,3.4.2,src,1
2019-06-30,3.0.2,osx,2
2019-06-30,3.0.0,osx,2
2019-06-30,2.11.0,osx,4
2019-06-30,2.15.2,win,1
2019-06-30,3.1.0,osx,4
2019-06-30,3.3.0,osx,1
2019-06-30,3.6.0,win,1400
2019-06-30,2.15.3,osx,3
2019-06-30,2.12.2,osx,2
2019-06-30,3.3.2,osx,2
2019-06-30,3.5.2,win,4
2019-06-30,3.5.3,win,52
2019-07-01,3.5.3,win,96
2019-07-01,latest,"NA",1
2019-07-01,3.0.0,osx,2
2019-07-01,3.5.2,win,1
2019-07-01,3.4.3,osx,4
2019-07-01,3.5.1,win,1
2019-07-01,2.13.0,osx,5
2019-07-01,3.3.2,src,1
2019-07-01,3.0.2,win,1
2019-07-01,3.3.1,osx,2
2019-07-01,2.12.0,osx,5
2019-07-01,3.0.1,osx,2
2019-07-01,2.12.1,osx,5
2019-07-01,3.5.1,src,12
2019-07-01,2.13.1,win,1
2019-07-01,2.11.0,src,2
2019-07-01,3.2.1,win,15
2019-07-01,2.15.1,osx,6
2019-07-01,3.4.0,osx,11
2019-07-01,3.2.0,osx,2
2019-07-01,3.6.0,src,117
2019-07-01,3.2.1,osx,6
2019-07-01,2.15.1,win,1
2019-07-01,2.14.2,win,1
2019-07-01,3.5.0,src,5
2019-07-01,3.3.3,win,34
2019-07-01,3.6.0,win,2912
2019-07-01,3.1.1,src,13
2019-07-01,3.0.3,osx,1
2019-07-01,3.3.3,src,2
2019-07-01,3.1.3,osx,5
2019-07-01,3.2.5,win,1
2019-07-01,3.2.2,src,1
2019-07-01,3.4.4,win,7
2019-07-01,3.4.1,win,1
2019-07-01,3.1.2,osx,4
2019-07-01,2.14.0,osx,4
2019-07-01,3.1.2,src,2
2019-07-01,2.15.0,src,2
2019-07-01,2.14.1,osx,5
2019-07-01,2.10.0,osx,3
2019-07-01,3.3.2,osx,2
2019-07-01,3.6.0,osx,577
2019-07-01,2.10.1,osx,3
2019-07-01,3.4.4,osx,41
2019-07-01,3.4.1,src,17
2019-07-01,3.3.3,osx,59
2019-07-01,3.2.1,src,1
2019-07-01,3.2.2,win,1
2019-07-01,devel,win,102
2019-07-01,3.6.0patched,win,665
2019-07-01,2.15.2,osx,6
2019-07-01,2.13.2,win,1
2019-07-01,2.14.2,osx,5
2019-07-01,3.5.2,src,5
2019-07-01,3.5.3,src,18
2019-07-01,3.0.3,win,2
2019-07-01,2.11.1,osx,4
2019-07-01,3.1.1,osx,2
2019-07-01,3.5.2,osx,10
2019-07-01,3.2.3,src,1
2019-07-01,3.4.1,osx,3
2019-07-01,2.13.2,osx,5
2019-07-01,2.15.3,osx,5
2019-07-01,3.4.4,src,3
2019-07-01,3.4.3,src,3
2019-07-01,2.15.2,src,2
2019-07-01,3.5.3,osx,191
2019-07-01,3.0.2,osx,1
2019-07-01,3.4.3,win,19
2019-07-01,3.4.2,src,1
2019-07-01,3.4.2,osx,2
2019-07-01,3.1.0,osx,3
2019-07-01,2.13.1,osx,4
2019-07-01,3.5.1,osx,2
2019-07-01,3.2.3,osx,2
2019-07-01,3.5.0,osx,5
2019-07-01,3.2.4,osx,5
2019-07-01,3.6.1rc,win,1
2019-07-01,2.11.0,osx,8
2019-07-01,latest,src,2
2019-07-01,3.2.4,src,1
2019-07-01,3.3.0,osx,1
2019-07-01,2.12.2,osx,6
2019-07-01,latest,osx,456
2019-07-01,3.4.0,src,1
2019-07-01,2.15.0,osx,4
2019-07-01,3.2.2,osx,1
2019-07-01,3.5.0,win,5
